question;subject;comment;longitudeETRSGK25;latitudeETRSGK25
Kehittämisideani tälle paikalle!;Kasarmitorin kaupan päälle voisi rakentaa...;Kasarmitorin kaupan päälle voisi rakentaa lisää kerroksia. Itse torin päälle voisi rakentaa taloja tolppien varaan tai jotain muuta vastaavaa, vrt. horizontal skyscraper.;25497170,499829000;6672474,500000000
Meluisa paikka;Liikaa autoja, liian kapeat jalankulkuväylät....;Liikaa autoja, liian kapeat jalankulkuväylät.;25497232,499767000;6673496,500000000
Virkistävä paikka;Kahvinpaahtimo tuoksuu hyvältä. Siltaa...;Kahvinpaahtimo tuoksuu hyvältä. Siltaa tulisi laajentaa etelän puolelta n. 5 metriä jotta sen reunalle saisi asennettua muutaman puun ja pienen kahvilan.;25497346,500153000;6675470,500000000
Kehittämisideani tälle paikalle!;Ratahallit ja ratikkapysäkki  suorastaan...;Ratahallit ja ratikkapysäkki  suorastaan villitsevät mielikuvitusta! Paikalle ravintoloita ja epämääräisiä pikkuputiikkeja. Pohjoispuolisen puiston voisi räjäyttää ja rakentaa paikalle porrastettu putiikkien facadi.;25496936,500063000;6675674,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Stokkan kellon alla on tavattu jo kymmeniä...;Stokkan kellon alla on tavattu jo kymmeniä vuosia. raitiovaunukiskot pois koko Aleksilta tekisi sen todelliseksi kävelykaduksi.;25496750,000249500;6672883,000000000
Kehittämisideani tälle paikalle!;Vallilanlaakson tunneliin pyörä/ratikkareitti....;Vallilanlaakson tunneliin pyörä/ratikkareitti. Vallilanlaaksoon voisi rakentaa symbioottisia, ympäristöön sulautuvia rakennuksia.;25497252,500247000;6676380,500000000
Virkistävä paikka;Ursula on perinteinen rentoutumispaikka....;Ursula on perinteinen rentoutumispaikka. Liikenne häiritsee jonkinverran.;25497467,000032400;6671260,000000000
Kehittämisideani tälle paikalle!;Tässä on pitkä suora jossa ei ole...;Tässä on pitkä suora jossa ei ole mitään kivaa. Kallioon voisi porata jonkinlaisen asuinkompleksin.;25497004,499995000;6676740,500000000
Virkistävä paikka;Vain karttamerkintä;;25496442,000057500;6673899,000000000
Virkistävä paikka;Vain karttamerkintä;;25496205,999793500;6674339,000000000
Hankala kulkea jalan.;Pohjoisespa voisi olla kokonaan kävelykatu....;Pohjoisespa voisi olla kokonaan kävelykatu. Autot kyllä löytävät muutkin reitit, tämä on nähty silloin kun espa on ollut kiinni.;25497241,999757500;6672791,000000000
Keskustan tinkimätön helmi;Kappeli ei tarvitse lisäselityksiä....;Kappeli ei tarvitse lisäselityksiä.;25497238,999760500;6672744,000000000
Keskustan tinkimätön helmi;Tässä kadunkulmassa on yksi Helsingin...;Tässä kadunkulmassa on yksi Helsingin kauneimmista puutaloista. Ihastelen sitä aina ohi kulkiessani. Välihuomiona itse tie on myös viehättävä, harmi että paikalla ei ole liikkeitä tai palveluita, sillä alue on todella miellyttävä.;25497938,500061000;6675562,500000000
Keskustan tinkimätön helmi;Puuvallila on kaunis, harmi että siellä...;Puuvallila on kaunis, harmi että siellä ei ole mitään.;25497638,499861000;6675564,500000000
Kehittämisideani tälle paikalle!;Raitovaunut pois ja koko alue kukkatorille...;Raitovaunut pois ja koko alue kukkatorille ja kahvilakojuille.;25497327,000172400;6672756,000000000
Keskustan tinkimätön helmi;Tämä osa kumpulaa on miljöön puolesta...;Tämä osa kumpulaa on miljöön puolesta kaunis, jälleen kerran siitä voi nauttia vain asumalla koska paikalla ei ole mitään miksi sinne pitäisi kulkeutua.;25498076,499923000;6677514,500000000
Meluisa paikka;Kammottavaa industrialismia ja inhimillistä...;Kammottavaa industrialismia ja inhimillistä kärsimystä. Itse Saatanan suunnittelema liittymähelvetti.;25497716,499783000;6674154,500000000
Meluisa paikka;Kauhea bussien meteli ja saaste! kaivakaa...;Kauhea bussien meteli ja saaste! kaivakaa bussit maan alle kuten Kampissa.;25496887,000112500;6673176,000000000
Hankala kulkea jalan.;Koko itä-Pasila tuli räjäyttää....;Koko itä-Pasila tuli räjäyttää. Talot on kammottavia enkä oikeasti tykkää le corbusierin fetisistisistä kaupunki on kone yms. ajatuksista. Pitäisi räjäyttää.;25496706,499793000;6676136,500000000
Virkistävä paikka;Kiva kukkula, Torkkelinmäen talot ovat...;Kiva kukkula, Torkkelinmäen talot ovat viehättäviä, mutta vähän kulkuyhteiksiä eikä kukkulalla ole mitään mielenkiintoista.;25497402,500097000;6674742,500000000
Turvaton paikka;Oleskelijat pois, kyllä heidät tunnistaa....;Oleskelijat pois, kyllä heidät tunnistaa. Väki vähenee ja ei tarvitse vahtia taskuvarkaita tai peräänhuutelijoita.;25496755,000244500;6673136,000000000
Hankala kulkea jalan.;Autot ajavat usein päin punasta.;Autot ajavat usein päin punasta.;25496593,999905500;6672387,000000000
Hankala kulkea jalan.;Sieluton teollisuushelvetti, miksi tunkea...;Sieluton teollisuushelvetti, miksi tunkea taloja keskustaan jos niitä käytetään vain arkisin klo. 8-16 välillä? Niimpä;25497090,499909000;6675954,500000000
Hankala kulkea jalan.;Liian monesta suunnata tulee autoja,...;Liian monesta suunnata tulee autoja, ratikoita, pyöräilijöitä ja jalankulkijoita. Ateneumin eteen voisi rakentaa alikulkutunnelin Rautatientorilta.;25496939,000060500;6673068,000000000
Hankala kulkea jalan.;Alvar Aallon sokerikuutio on oksettava...;Alvar Aallon sokerikuutio on oksettava visuaalisen väkivallan manifestaatio. Pitäisi räjäyttää.;25497652,499847000;6672796,500000000
Turvaton paikka;Pyöräilijät eivät aina ota huomioon...;Pyöräilijät eivät aina ota huomioon jalankulkijoita puhumatta jos ulkoilee koiran kanssa vaikka hihna tosilyhyt.;25496490,000009500;6672391,000000000
Meluisa paikka;Finlandiatalo on oksettava ja epäesteettinen...;Finlandiatalo on oksettava ja epäesteettinen kasa paskaa. Suomeen ei kehity taidetta tai edes kulttuuria kun sukupolvesta toiseen masturboidaan Alvar Aallon jätöksille.;25496288,500211000;6673714,500000000
Keskustan tinkimätön helmi;Jonkinsortin päiväkoti sturenkadun...;Jonkinsortin päiväkoti sturenkadun koirapuistoa vastapäätä henkii Napoleon III:nnen empiiristä tyyliä. Katon hapettunut kupari on miellyttävä ja arvokkaan oloinen, ja säännönmukaiset linjat kertovat tahdikkuudesta. Tasapainoinen kompositi;25497102,499897000;6675274,500000000
Keskustan tinkimätön helmi;Sympaattinen mini tori ja vanhojen kyläkauppojen...;Sympaattinen mini tori ja vanhojen kyläkauppojen paikat ovat romanttisia. Viehättävä sijainti viehättävässä miljöössä. Keidas keskellä Helsingin julkisivujen syöpää.;25497104,499895000;6677816,500000000
Virkistävä paikka;Hyvä että tänne rakennetaan! Valitettavasti...;Hyvä että tänne rakennetaan! Valitettavasti talot ovat steriilejä ja mielikuvituksettomia. Visuaalista pahoinvointia voi ehkä estää asukkaiden ankara lääkitys, alkoholismi ja amfetamiini.;25496798,500201000;6675838,500000000
Virkistävä paikka;Tässä nurkassa on kiva talo, kutsuin...;Tässä nurkassa on kiva talo, kutsuin sitä pienenä juustotaloksi koska siinä oli puoliympyrän muotoisia reikiä. Sen takana on viehättä puolipiha. Pernajantien miljöössä säilyy pieni mielikuvitus jota erilaiset kontrastit tukevat. Rakennus;25497696,499803000;6675748,500000000
Kehittämisideani tälle paikalle!;Vaasankadun voisi muuttaa kävelykaduksi....;Vaasankadun voisi muuttaa kävelykaduksi. Rakennuksia voisi korottaa ja talot voisi katujen molemmin puolin rakentaa kurottaa yli kadun kiinni toisiinsa niin että kadut pysyisivät talvisin käveltävinä. Tästä voisi tulla koko kallion helmi jolt;25497462,500036900;6675052,500000000
Kehittämisideani tälle paikalle!;Tornitalo pitäisi korjauttaa ja muodostaa...;Tornitalo pitäisi korjauttaa ja muodostaa kulttuurikeskukseksi. Vaihtoehtoisesti puistoa voisi hieman kunnostaa ja karsia siten että siitä tulisi mukavampi erilaisille harrasteille ja aktiviteeteille.;25497100,499899000;6678276,500000000
Turvaton paikka;Taivaskalliolla on pelkkiä nistejä...;Taivaskalliolla on pelkkiä nistejä ynnä muita hulluja. Alue pitäisi räjäyttää ja laittaa täyteen kameroita.;25497366,500133000;6678538,500000000
Meluisa paikka;epaiiati ympäriatö;epaiiati ympäriatö;25496648,389851100;6673202,900000000
Turvaton paikka;epäsiisti , päihdekäyttäjiä paljon....;epäsiisti , päihdekäyttäjiä paljon. Huume myynti lisääntynyt Asematunnelin edustalla + Kaivokäytävän edustalla.;25496740,060259400;6672975,740000000
Hankala kulkea jalan.;Rautatieaseman edustalla pyörätie...;Rautatieaseman edustalla pyörätie risteää rautatieasemalta ulos suojatielle ja ratikkapysäkille pyrkivän ihmisvirran kanssa. Usein jalankulkijat odottavat valon vaihtumista pyörätiellä. Leveästä suojatiestä huolimatta paikka tuntuu ahtaal;25496750,000249500;6673079,000000000
Kehittämisideani tälle paikalle!;Pieni pysäköintialue vilkkaalla jalankulkija-alu...;Pieni pysäköintialue vilkkaalla jalankulkija-alueella: eikö tätä aluetta voisi ottaa kevyen liikenteen käyttöön ja esimerkiksi tehdä pientä puistoa rautatieaseman eteen? Rautatienaseman ympäristö vilkkaine autoteineen ja bussikenttineen k;25496657,999841500;6673095,000000000
Virkistävä paikka;Maailmanpyörä ja sen ympäristön...;Maailmanpyörä ja sen ympäristön puistikko oli itselleni erittäin positiivinen yllätys! Todella viihtyisä alue varsinkin kesällä. Hienoa!;25497709,999789500;6672695,000000000
Kehittämisideani tälle paikalle!;Olisi hienoa, jos kauppatori yhdistyisi...;Olisi hienoa, jos kauppatori yhdistyisi maailmanpyörän ympärillä olevaan puistoon ilman, että välissä olisi parkkipaikkaa. Toki parkkipaikkoja tarvitaan, mutta voisiko alueen pysäköinnin ratkaista niin, että kauppatori jatkuisi rantapuiston;25497609,999889500;6672739,000000000
Turvaton paikka;Pyörätie pitäisi suunnitella uusiksi....;Pyörätie pitäisi suunnitella uusiksi.;25496619,999879500;6673151,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Keskuskatu katusoittajineen ja ravintola/kahvilate...;Keskuskatu katusoittajineen ja ravintola/kahvilaterasseineen on todella viihtyisä.;25496833,500166000;6672824,000000000
Kehittämisideani tälle paikalle!;Fabianinkatu olisi luonteva jatko Aleksanterinkadu...;Fabianinkatu olisi luonteva jatko Aleksanterinkadun ympäristön kävelyalueelle. Fabianinkadulla ei liene suurta merkitystä autoliikenteelle, joten se voisi olla Keskuskadun tapainen kävelykatu Pohjoisesplanadilta vähintään Yliopistonkadun rist;25497186,499813000;6672902,000000000
Kehittämisideani tälle paikalle!;Unioninkatu olisi luonteva jatko Aleksanterinkadun...;Unioninkatu olisi luonteva jatko Aleksanterinkadun ympäristön kävelyalueelle Pohjoisesplanadilta vähintään Yliopistonkadulle.;25497280,500219000;6672906,000000000
Keskustan tinkimätön helmi;Esplanadin puisto ja sen esiintymislava...;Esplanadin puisto ja sen esiintymislava on ehdottomasti yksi keskustan viihtyisimmistä paikoista - ellei peräti viihtyisin!;25497238,499761000;6672748,000000000
Kehittämisideani tälle paikalle!;Kauppatori voisi jatkua aivan laiturin...;Kauppatori voisi jatkua aivan laiturin reunalle asti. Tällöin koko Kauppatorin ympäristön pysäköinti pitäisi keskittää jonnekin muualle, jos sitä ei voi kokonaan poistaa.;25497497,500002000;6672697,000000000
Keskustan tinkimätön helmi;Baana on paras! Hienoa uusiokäyttöä...;Baana on paras! Hienoa uusiokäyttöä vanhalle ratakuilulle!;25496339,000160500;6673216,000000000
Hankala kulkea jalan.;Pyörätie ja jalkakäytävä risteävät...;Pyörätie ja jalkakäytävä risteävät monta kertaa. Tämä on ehkä Helsingin vilkkain pyörätie / jalankulkureitti. Voisiko reittejä järkeistää jotenkin? Tarvitaanko aseman edessä parkkipaikkoja?;25496756,500243000;6673052,500000000
Meluisa paikka;Kaisaniemenkadulla on mieletön bussiralli...;Kaisaniemenkadulla on mieletön bussiralli varsinkin ruuhka-aikaan. Pitääkö kaikkien bussien tulla keskustaan saakka vai voisiko harkita liityntäterminaalia raideliikenteeseen jonkin aseman seudulle?;25497014,499985000;6673122,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Uusi keskuskadun kävelyalue on mukava....;Uusi keskuskadun kävelyalue on mukava. Toivottavasti ensi kesänä kadulla on paljon elämää!;25496820,500179000;6672954,500000000
Hankala kulkea jalan.;Jalkakäytävä on pyörätie jossa...;Jalkakäytävä on pyörätie jossa ajetaan liian nopeasti alaspäin kirjastolta.  Raitiovaunut voisivat huomioida jalankulkijat paremmin;25497232,999766500;6674279,000000000
Kehittämisideani tälle paikalle!;Aleksille tavaraa toimittavia kuormureita...;Aleksille tavaraa toimittavia kuormureita yms. pitää valvoa paremmin ja sakottaa armotta, jos ne tulevat Aleksille päiväsaikaan. Kyllä kovaluisempikin kuski oppii, että tavara toimitetaan aamuisin, kun saa muutaman pikavoiton.;25496920,500079000;6672886,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25497054,499945000;6672738,500000000
Turvaton paikka;Tällä seudulla on varsinkin kesäisin...;Tällä seudulla on varsinkin kesäisin paljon pöhinää. Autojen parkkipaikka Helsingin ykkösturistipaikalla on iso vitsi. Keskustassa on vaikka kuinka paljon parkkiluolia, johon autot kyllä mahtuvat.;25497598,499901000;6672758,500000000
Turvaton paikka;Turvaton tienylityspaikka, jossa kulkee...;Turvaton tienylityspaikka, jossa kulkee joka päivä paljon koululaisia. Mikä auttaisi? Autojen vauhdin hidastaminen, kävelysilta vai joku muu?;25497222,999776500;6673414,000000000
Kehittämisideani tälle paikalle!;Näyttävä Suihkulähde jossa upea...;Näyttävä Suihkulähde jossa upea valaistus.;25496888,500111000;6673173,500000000
Kehittämisideani tälle paikalle!;Suihkulähde;Suihkulähde;25496653,249846200;6673108,500000000
Turvaton paikka;Vaarallinen suojatie, autoilijat ajavat...;Vaarallinen suojatie, autoilijat ajavat kuin maantiellä.;25495710,999788500;6674649,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25496424,000075500;6673663,000000000
Turvaton paikka;Suojatie. Miksei Mannerheimintie ole...;Suojatie. Miksei Mannerheimintie ole 30km/h aluetta aina Tullinpuomilta keskustaan? Liikennevalojen ansiosta keskinopeus on kuitenkin korkeintaan noin 30km/h.;25495845,500154000;6674480,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kävelykatu on keskustan perusedellytys...;Kävelykatu on keskustan perusedellytys;25496976,000023500;6672943,000000000
Keskustan tinkimätön helmi;Pieni puisto lähellä kaikkea;Pieni puisto lähellä kaikkea;25496816,000183500;6674159,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Torilla on hyvä olla, vaikkakin liikaa...;Torilla on hyvä olla, vaikkakin liikaa autoja;25496115,999883500;6672183,000000000
Meluisa paikka;Autojen melu. Liian kovat nopeudet mukulakivillä....;Autojen melu. Liian kovat nopeudet mukulakivillä. Kaistojen kavennus rauhoittaa nopeuksia ja tuo lisää pyöräkaistoille joita Bulevardi kaipaa kipeästi;25496179,999819500;6672191,000000000
Meluisa paikka;Mannerheimintien molemmin puolin on...;Mannerheimintien molemmin puolin on keskustan palveluita, mutta sen ylittäminen tuntuu tällä hetkellä suorittamisella. Rajoitetaan tie 1+1 kaistaiseksi ja tilalle pyörätiet ja leveät kävelykadut!;25496627,999871500;6672947,000000000
Hankala kulkea jalan.;Jalankulkuvihreää liian vähän suhteessa...;Jalankulkuvihreää liian vähän suhteessa autojen vihreään. Autovihreä palaa usein liian kauan ja risteys ajetaan tukkoon, jolloin autoilijat yrittää päästä suojatiellä kulkevan jalankulkumassan läpi ahdistavasti. Myös punaisiin ajamista;25496583,499916000;6673005,000000000
Hankala kulkea jalan.;Vain karttamerkintä;;25496691,499808000;6672867,500000000
Hankala kulkea jalan.;Jakeluautot tukkivat tien jatkuvasti...;Jakeluautot tukkivat tien jatkuvasti suomen pääkauppakadulla.;25496891,500108000;6672899,500000000
Kehittämisideani tälle paikalle!;Jakeluautot pois Aleksilta! Huoltotunneli...;Jakeluautot pois Aleksilta! Huoltotunneli on tehty sitä varten.;25497043,499956000;6672907,500000000
Turvaton paikka;Liikaa ajoneuvoliikennettä paikassa,...;Liikaa ajoneuvoliikennettä paikassa, jossa on näin pitkä valoton suojatie!;25496379,500120000;6672857,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25497055,499944000;6672747,500000000
Turvaton paikka;Autoilijat lähestyy ympyrää aina...;Autoilijat lähestyy ympyrää aina pelottavalla ylinopeudella Kansakouluntien suunnalta;25496190,999808500;6672731,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Fennia-korttelin tilat ovat ravintolatarjontansa...;Fennia-korttelin tilat ovat ravintolatarjontansa kera parhaita paikkoja tapaamisiin ja oleskeluun;25497020,499979000;6673190,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Aleksanterinkatu on varsinkin rauhallisina...;Aleksanterinkatu on varsinkin rauhallisina aikoina ilman muuta parhaita paikkoja :);25496896,000103500;6672886,500000000
Kehittämisideani tälle paikalle!;Jakeluautojen koko on kummasti kasvanut...;Jakeluautojen koko on kummasti kasvanut viimevuosien aikana. Pakettiautoista on siirrytty täyskokoisiin kuorma-autoihin, jotka aiheuttavat jo vaarallisia näköesteitä paikassa, joka on tarkoitettu ensisijaisesti huolettomalle jalankululle! Suuret;25496913,500086000;6672889,500000000
Turvaton paikka;50km/h nopeusrajoitus tällä tieosuudella...;50km/h nopeusrajoitus tällä tieosuudella on järjetön. Autot seisovat joka tapauksessa valoissa. Kaahaaminen tekee sekä jalankulusta että pyöräilystä sietämätöntä. Oikea nopeusrajoitus tällä etäisyydellä keskustasta on 30km/h. Tullinp;25495815,750183700;6674510,500000000
